unique_id,ds,cutoff,y,lgbm_q10,lgbm_q50,lgbm_q90
ECI_PANAMAX,2025-09-17,2025-09-14,29.98,29.645243623040717,30.160105498271744,30.877522047595097
ECI_PANAMAX,2025-09-18,2025-09-14,30.19,30.1292476221102,30.39109009262703,31.14369796113766
ECI_PANAMAX,2025-09-19,2025-09-14,30.57,29.763256123153486,29.98288336140317,30.96811951915738
ECI_PANAMAX,2025-09-20,2025-09-14,30.47,29.914985621303174,30.55750111063347,31.081467400208997
ECI_PANAMAX,2025-09-21,2025-09-14,29.92,29.521011474625187,29.99707917050097,30.882708878462633
ECI_PANAMAX,2025-09-22,2025-09-21,30.18,29.831364412462985,30.1806195440226,30.537756892468934
ECI_PANAMAX,2025-09-23,2025-09-21,30.41,29.832597318461065,30.22918126158528,30.519873287933056
ECI_PANAMAX,2025-09-24,2025-09-21,31.13,29.768955279758874,30.155295195735164,30.597615630334882
ECI_PANAMAX,2025-09-25,2025-09-21,30.74,30.229416871513187,30.38250424865425,30.640654961679044
ECI_PANAMAX,2025-09-26,2025-09-21,30.6,29.765158744583395,30.31412585138362,30.633955344975526
ECI_PANAMAX,2025-09-27,2025-09-21,29.9,29.697830228737274,30.021812127896844,30.64363236036349
ECI_PANAMAX,2025-09-28,2025-09-21,29.56,29.459449091697913,29.822981097034976,30.453740340006675
ECI_PANAMAX,2025-09-29,2025-09-28,29.96,29.682852580444763,29.93819817429491,30.396536925560106
ECI_PANAMAX,2025-09-30,2025-09-28,29.95,29.745671303959213,30.039946027672638,30.604208432412097
ECI_PANAMAX,2025-10-01,2025-09-28,28.43,29.198842649204753,29.521800085716837,30.510741097133224
ECI_PANAMAX,2025-10-02,2025-09-28,28.98,29.529048846850774,29.46325576828482,30.587098152137823
ECI_PANAMAX,2025-10-03,2025-09-28,29.24,29.277063494369834,29.338051147987564,30.598550821256087
ECI_PANAMAX,2025-10-04,2025-09-28,29.11,29.191997352242662,29.368985251639373,30.540933834590046
ECI_PANAMAX,2025-10-05,2025-09-28,29.55,29.193738520880945,29.802083259651937,30.675023456634374
ECI_PANAMAX,2025-10-06,2025-10-05,29.57,29.767106608627927,29.87180010632413,30.24480875072431
ECI_PANAMAX,2025-10-07,2025-10-05,28.75,29.035099585810542,29.139047756245326,29.94885727532015
ECI_PANAMAX,2025-10-08,2025-10-05,28.68,28.67204099678642,28.922493493503726,29.76253583025028
ECI_PANAMAX,2025-10-09,2025-10-05,29.12,29.764999366367125,29.907616909692543,30.21762250379615
ECI_PANAMAX,2025-10-10,2025-10-05,30.01,29.353071914515414,29.634736483598164,30.118502250688795
ECI_PANAMAX,2025-10-11,2025-10-05,29.31,29.353854810925437,29.370286503608515,29.93704919014138
ECI_PANAMAX,2025-10-12,2025-10-05,28.82,28.79275016461241,29.06982105623724,30.048164067890017
ECI_PANAMAX,2025-10-13,2025-10-12,28.76,28.993400457628937,29.493444329436773,29.81843885043667
ECI_PANAMAX,2025-10-14,2025-10-12,30.17,28.656118235323262,29.40519182085907,29.89822011496266
ECI_PANAMAX,2025-10-15,2025-10-12,28.53,28.608994139472365,29.309255295037687,29.57132033107063
ECI_PANAMAX,2025-10-16,2025-10-12,28.8,28.57165654380872,29.452329565871384,29.79035374191356
ECI_PANAMAX,2025-10-17,2025-10-12,29.35,28.75427228447426,29.753536815989023,29.92252989323968
ECI_PANAMAX,2025-10-18,2025-10-12,29.69,28.906960874994883,29.832639010648027,30.030389926382814
ECI_PANAMAX,2025-10-19,2025-10-12,30.12,28.95677729288662,29.840869976881464,30.24061137463501
ECI_PANAMAX,2025-10-20,2025-10-19,29.6,28.64153137367404,29.12024670616626,29.874110537211546
ECI_PANAMAX,2025-10-21,2025-10-19,29.12,28.7882831638331,29.33411099509781,29.743797198053212
ECI_PANAMAX,2025-10-22,2025-10-19,28.42,28.52687022014331,28.974488273216735,29.578965985974815
ECI_PANAMAX,2025-10-23,2025-10-19,28.89,28.58550873367763,29.29147441769859,29.93217507419571
ECI_PANAMAX,2025-10-24,2025-10-19,28.93,28.654259924239806,29.313320904417065,30.27318821830317
ECI_PANAMAX,2025-10-25,2025-10-19,29.56,28.346672441221532,29.152464184707842,30.13644578711232
ECI_PANAMAX,2025-10-26,2025-10-19,28.17,28.530307167214442,29.175676571905225,30.13364236107866
ECI_PANAMAX,2025-10-27,2025-10-26,29.21,28.236242448152662,28.49486845933977,29.202885968880704
ECI_PANAMAX,2025-10-28,2025-10-26,28.92,28.556944684387492,28.997901556230502,29.884615620233035
ECI_PANAMAX,2025-10-29,2025-10-26,29.0,27.926265161211578,28.47526048316568,29.257078386490736
ECI_PANAMAX,2025-10-30,2025-10-26,28.64,27.933028376119882,28.69401559100982,29.415308929803313
ECI_PANAMAX,2025-10-31,2025-10-26,28.56,28.43540729543623,28.95223165818784,29.566139235858785
ECI_PANAMAX,2025-11-01,2025-10-26,29.22,28.632473352001522,28.932656047564816,29.640332471660845
ECI_PANAMAX,2025-11-02,2025-10-26,29.19,28.492848060148752,28.782040772577854,29.744833295580573
ECI_PANAMAX,2025-11-03,2025-11-02,29.62,28.848721173042016,29.289193330436213,29.851083857415095
ECI_PANAMAX,2025-11-04,2025-11-02,28.92,28.491957020312064,28.985626068876563,29.714052684116993
ECI_PANAMAX,2025-11-05,2025-11-02,28.94,28.69060627559726,29.107594056818016,29.786668175910815
ECI_PANAMAX,2025-11-06,2025-11-02,28.96,29.152368509174195,29.434261463712957,30.06623734099972
ECI_PANAMAX,2025-11-07,2025-11-02,29.39,28.591328275748932,29.137854223825464,29.71675642601045
ECI_PANAMAX,2025-11-08,2025-11-02,28.86,28.19202848956555,28.727996238739028,29.536911520268486
ECI_PANAMAX,2025-11-09,2025-11-02,28.54,28.367092298526117,29.087868694335313,29.585536465841574
ECI_PANAMAX,2025-11-10,2025-11-09,28.72,28.5728979695166,29.07283121040216,29.518024017030715
ECI_PANAMAX,2025-11-11,2025-11-09,29.19,28.835552746811516,29.107035881704974,29.703839226946325
ECI_PANAMAX,2025-11-12,2025-11-09,28.33,28.51249171441194,28.766433017768115,29.486437605855354
ECI_PANAMAX,2025-11-13,2025-11-09,28.46,28.108624963319382,28.637002535655714,29.33893811218604
ECI_PANAMAX,2025-11-14,2025-11-09,28.35,28.189324185403024,28.871985810928056,29.519492471089038
ECI_PANAMAX,2025-11-15,2025-11-09,28.61,27.90596343562076,28.668460230006247,29.466272278775342
ECI_PANAMAX,2025-11-16,2025-11-09,29.18,28.23519425349017,29.275211481319563,29.895476546310594
